city,zip
"Sago Street, SG","59025, SG"
"Sago Street, SG","59026, SG"
"Sago Street, SG","59027, SG"
"Sago Street, SG","59028, SG"
"Sago Street, SG","59029, SG"
"Park Road, SG","59108, SG"
"Pagoda Street, SG","59186, SG"
"Pagoda Street, SG","59187, SG"
"Pagoda Street, SG","59188, SG"
"Pagoda Street, SG","59189, SG"
"Pagoda Street, SG","59190, SG"
"Pagoda Street, SG","59191, SG"
"Pagoda Street, SG","59192, SG"
"Pagoda Street, SG","59193, SG"
"Pagoda Street, SG","59194, SG"
"Pagoda Street, SG","59195, SG"
"Pagoda Street, SG","59196, SG"
"Pagoda Street, SG","59197, SG"
"Pagoda Street, SG","59198, SG"
"Pagoda Street, SG","59199, SG"
"Pagoda Street, SG","59200, SG"
"Pagoda Street, SG","59201, SG"
"Pagoda Street, SG","59203, SG"
"Pagoda Street, SG","59204, SG"
"Pagoda Street, SG","59205, SG"
"Pagoda Street, SG","59206, SG"
"Pagoda Street, SG","59207, SG"
"Pagoda Street, SG","59208, SG"
"Pagoda Street, SG","59209, SG"
"Pagoda Street, SG","59210, SG"
"Pagoda Street, SG","59213, SG"
"Pagoda Street, SG","59214, SG"
"Pagoda Street, SG","59215, SG"
"Pagoda Street, SG","59216, SG"
"Pagoda Street, SG","59217, SG"
"Pagoda Street, SG","59218, SG"
"Pagoda Street, SG","59219, SG"
"Pagoda Street, SG","59220, SG"
"Pagoda Street, SG","59221, SG"
"Pagoda Street, SG","59222, SG"
"Pagoda Street, SG","59223, SG"
"Pagoda Street, SG","59224, SG"
"Pagoda Street, SG","59225, SG"
"Pagoda Street, SG","59226, SG"
